Date, Name , Memo , Barclays 53895114 , Vat , Net , Purchase / Direct Cost ,,,,,,,,,,,,,,,,,,,,,,,,,
19-Apr-22,RK SECURITY LIMITED,RK SECURITY SERVIC    INVOICE2150        BBP," 10,217.00 "," 1,702.83 "," 8,514.17 "," 8,514.17 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
22-Apr-22,RK SECURITY LIMITED,RK SECURITY SERVIC    JAV                FT ," 2,000.00 ", 333.33 ," 1,666.67 "," 1,666.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
30-May-22,RK SECURITY LIMITED,RK SECURITY SERVIC    INVOICE2149 FT," 2,000.00 ", 333.33 ," 1,666.67 "," 1,666.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
1-Jun-22,RK SECURITY LIMITED,RK SECURITY SERVIC    INVOICE2149 FT," 1,200.00 ", 200.00 ," 1,000.00 "," 1,000.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
25-Nov-21,RKFM LTD,RK FM LTD             INVOICE            BBP," 5,000.00 ", 833.33 ," 4,166.67 "," 4,166.67 ", RKFM Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
26-Nov-21,RKFM LTD,RK FM LTD             INVOICE            FT ," 5,000.00 ", 833.33 ," 4,166.67 "," 4,166.67 ", RKFM Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
7-Dec-21,RKFM LTD,RK FM LTD             INVOICE            FT ," 5,500.00 ", 916.67 ," 4,583.33 "," 4,583.33 ", RKFM Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
15-Dec-21,RKFM LTD,RK FM LTD             INVOICE            BBP," 20,000.00 "," 3,333.33 "," 16,666.67 "," 16,666.67 ", RKFM Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
28-Feb-22,RKFM LTD,RK FM LTD             INVOICE 0004       FT ," 10,800.00 "," 1,800.00 "," 9,000.00 "," 9,000.00 ", RKFM Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-22,RKFM LTD,RK FM LTD             INVOICE            BBP," 10,800.00 "," 1,800.00 "," 9,000.00 "," 9,000.00 ", RKFM Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar-22,RKFM LTD,RK FM LTD             JAV                FT ," 1,478.00 ", 246.33 ," 1,231.67 "," 1,231.67 ", RKFM Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
19-Apr-22,RKFM LTD,RK FM LTD             AS INVOICED        BBP," 12,000.00 "," 2,000.00 "," 10,000.00 "," 10,000.00 ", RKFM Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
25-May-22,RKFM LTD,RK FM LTD             AS INVOICED BBP," 12,000.00 "," 2,000.00 "," 10,000.00 "," 10,000.00 ", RKFM Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
27-Jun-22,RKFM LTD,RK FM LTD             AS INVOICED FT," 5,000.00 ", 833.33 ," 4,166.67 "," 4,166.67 ", RKFM Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
11-Jul-22,RKFM LTD,RK FM LTD             INVOICE BBP," 11,525.10 "," 1,920.85 "," 9,604.25 "," 9,604.25 ", RKFM Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
20-Jul-22,RKFM LTD,RK FM LTD             INVOICE0017 BBP," 12,000.00 "," 2,000.00 "," 10,000.00 "," 10,000.00 ", RKFM Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
5-Sep-22,RKFM LTD,RK FM LTD             AS INVOICED FT," 6,977.00 "," 1,162.83 "," 5,814.17 "," 5,814.17 ", RKFM Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
28-Sep-22,RKFM LTD,RK FM LTD             AS INVOICED BBP," 10,308.29 "," 1,718.05 "," 8,590.24 "," 8,590.24 ", RKFM Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
23-Nov-22,RKFM LTD,RK FM LTD             INVOICE BBP," 18,271.68 "," 3,045.28 "," 15,226.40 "," 15,226.40 ", RKFM Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
28-Dec-22,RKFM LTD,RK FM LTD             INVOICE BBP," 16,423.81 "," 2,737.30 "," 13,686.51 "," 13,686.51 ", RKFM Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-23,RKFM LTD,RK FM LTD             AS INVOICED BBP," 18,275.77 "," 3,045.96 "," 15,229.81 "," 15,229.81 ", RKFM Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
3-Mar-23,RKFM LTD,RK FM LTD             AS INVOICED BBP," 13,755.62 "," 2,292.60 "," 11,463.02 "," 11,463.02 ", RKFM Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
27-Mar-23,RKFM LTD,RK FM LTD             AS INVOICED FT," 9,606.40 "," 1,601.07 "," 8,005.33 "," 8,005.33 ", RKFM Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
26-Apr-23,RKFM LTD,RK FM LTD             AS INVOICED BBP," 5,171.98 ", 862.00 ," 4,309.98 "," 4,309.98 ", RKFM Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
12-Sep-22,ROXEN SECURITY LIMITED,ROXEN SECURITY LTD    AS INVOICED FT," 4,500.00 ", 750.00 ," 3,750.00 "," 3,750.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
16-Sep-22,ROXEN SECURITY LIMITED,ROXEN SECURITY LTD    AS INVOICED FT," 2,780.75 ", 463.46 ," 2,317.29 "," 2,317.29 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
24-Oct-22,ROXEN SECURITY LIMITED,ROXEN SECURITY LTD    AS INVOICED BBP," 20,000.00 "," 3,333.33 "," 16,666.67 "," 16,666.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
10-Nov-22,ROXEN SECURITY LIMITED,ROXEN SECURITY LTD    AS INVOICED FT," 22,915.25 "," 3,819.21 "," 19,096.04 "," 19,096.04 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
14-Nov-22,ROXEN SECURITY LIMITED,ROXEN SECURITY LTD    AS INVOICED FT," 13,295.78 "," 2,215.96 "," 11,079.82 "," 11,079.82 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
21-Nov-22,ROXEN SECURITY LIMITED,ROXEN SECURITY LTD    AS INVOICED BBP," 14,500.00 "," 2,416.67 "," 12,083.33 "," 12,083.33 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
11-May-22,RR SECURITY SERVICES LTD,RR SECURITY LIMITE    INVOICE 235 BBP," 4,542.44 ", 757.07 ," 3,785.37 "," 3,785.37 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
13-Jun-22,RR SECURITY SERVICES LTD,RR SECURITY LIMITE    INVOICE 240 BBP," 15,802.13 "," 2,633.69 "," 13,168.44 "," 13,168.44 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-22,RR SECURITY SERVICES LTD,RR SECURITY LIMITE    INVOICE 239 FT," 11,201.00 "," 1,866.83 "," 9,334.17 "," 9,334.17 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
15-Jul-22,RR SECURITY SERVICES LTD,RR SECURITY LIMITE    INVOICE 246 FT," 3,000.00 ", 500.00 ," 2,500.00 "," 2,500.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
18-Jul-22,RR SECURITY SERVICES LTD,RR SECURITY LIMITE    INVOICE 246 FT," 3,700.00 ", 616.67 ," 3,083.33 "," 3,083.33 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
21-Jul-22,RR SECURITY SERVICES LTD,RR SECURITY LIMITE    INVOICE 246 FT," 3,600.00 ", 600.00 ," 3,000.00 "," 3,000.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul-22,RR SECURITY SERVICES LTD,RR SECURITY LIMITE    INVOICE 245 FT," 2,000.00 ", 333.33 ," 1,666.67 "," 1,666.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
15-Aug-22,RR SECURITY SERVICES LTD,RR SECURITY LIMITE    AS INVOICED FT," 2,000.00 ", 333.33 ," 1,666.67 "," 1,666.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
16-Aug-22,RR SECURITY SERVICES LTD,RR SECURITY LIMITE    INVOICE 245 FT," 3,000.00 ", 500.00 ," 2,500.00 "," 2,500.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
2-Sep-22,RR SECURITY SERVICES LTD,RR SECURITY LIMITE    INVOICE 251 FT," 10,000.00 "," 1,666.67 "," 8,333.33 "," 8,333.33 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
5-Sep-22,RR SECURITY SERVICES LTD,RR SECURITY LIMITE    INVOICE 265 BBP," 11,000.00 "," 1,833.33 "," 9,166.67 "," 9,166.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
5-Sep-22,RR SECURITY SERVICES LTD,RR SECURITY LIMITE    INVOICE 235 FT," 10,000.00 "," 1,666.67 "," 8,333.33 "," 8,333.33 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
5-Sep-22,RR SECURITY SERVICES LTD,RR SECURITY LIMITE    AS INVOICED BBP," 10,000.00 "," 1,666.67 "," 8,333.33 "," 8,333.33 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-22,SAFETY SECURITY SERVICES LTD,SAFETY SECURITY SE    INVOICE            BBP, 390.00 , 65.00 , 325.00 , 325.00 ,#N/A,,,,,,,,,,,,,,,,,,,,,,,,
22-Jul-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            BBP, 920.00 ,, 920.00 , 920.00 ,#N/A,,,,,,,,,,,,,,,,,,,,,,,,
23-Jul-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            FT ," 6,850.45 "," 1,141.74 "," 5,708.71 "," 5,708.71 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            FT ," 11,415.00 "," 1,902.50 "," 9,512.50 "," 9,512.50 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
29-Jul-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            BBP," 8,000.00 "," 1,333.33 "," 6,666.67 "," 6,666.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
9-Aug-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            BBP," 21,580.52 "," 3,596.75 "," 17,983.77 "," 17,983.77 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
9-Aug-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            FT ," 20,748.00 "," 3,458.00 "," 17,290.00 "," 17,290.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
13-Oct-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            BBP," 40,000.00 "," 6,666.67 "," 33,333.33 "," 33,333.33 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
14-Oct-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            FT ," 39,590.50 "," 6,598.42 "," 32,992.08 "," 32,992.08 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
19-Oct-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            FT ," 25,000.00 "," 4,166.67 "," 20,833.33 "," 20,833.33 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
18-Nov-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            BBP," 30,000.00 "," 5,000.00 "," 25,000.00 "," 25,000.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
23-Nov-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            BBP," 50,000.00 "," 8,333.33 "," 41,666.67 "," 41,666.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
24-Nov-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            BBP," 50,000.00 "," 8,333.33 "," 41,666.67 "," 41,666.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
1-Dec-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            BBP," 50,000.00 "," 8,333.33 "," 41,666.67 "," 41,666.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
2-Dec-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            BBP," 20,000.00 "," 3,333.33 "," 16,666.67 "," 16,666.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
15-Dec-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            FT ," 40,000.00 "," 6,666.67 "," 33,333.33 "," 33,333.33 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
24-Dec-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            FT ," 30,000.00 "," 5,000.00 "," 25,000.00 "," 25,000.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-22,SECURE FIRST FM LTD,SECURE FIRST FM LT    GUARDIAN FM / 71   BBP," 5,400.00 ", 900.00 ," 4,500.00 "," 4,500.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
19-Apr-22,SECURE FIRST FM LTD,SECURE FIRST FM LT    AS INVOICED        BBP," 9,363.75 "," 1,560.63 "," 7,803.13 "," 7,803.13 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
25-May-22,SECURE FIRST FM LTD,SECURE FIRST FM LT    AS INVOICED BBP," 13,669.20 "," 2,278.20 "," 11,391.00 "," 11,391.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
23-Jun-22,SECURE FIRST FM LTD,SECURE FIRST FM LT    GUARDIAN FM / 74 BBP," 11,445.83 "," 1,907.64 "," 9,538.19 "," 9,538.19 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
1-Jul-22,SECURE FIRST FM LTD,SECURE FIRST FM LT    AS INVOICED FT," 2,289.17 ", 381.53 ," 1,907.64 "," 1,907.64 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
20-Jul-22,SECURE FIRST FM LTD,SECURE FIRST FM LT    GUARDIAN FM / 108 BBP," 15,437.96 "," 2,572.99 "," 12,864.97 "," 12,864.97 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
25-Aug-22,SECURE FIRST FM LTD,SECURE FIRST FM LT    GUARDIAN FM / 71 BBP," 10,767.30 "," 1,794.55 "," 8,972.75 "," 8,972.75 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
28-Sep-22,SECURE FIRST FM LTD,SECURE FIRST FM LT    AS INVOICED BBP," 15,030.30 "," 2,505.05 "," 12,525.25 "," 12,525.25 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
24-Oct-22,SECURE FIRST FM LTD,SECURE FIRST FM LT    AS INVOICED BBP," 19,406.34 "," 3,234.39 "," 16,171.95 "," 16,171.95 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
23-Nov-22,SECURE FIRST FM LTD,SECURE FIRST FM LT    AS INVOICED BBP," 19,272.00 "," 3,212.00 "," 16,060.00 "," 16,060.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
28-Nov-22,SECURE FIRST FM LTD,SECURE FIRST FM LT    AS INVOICED BBP," 1,380.00 ", 230.00 ," 1,150.00 "," 1,150.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
19-Dec-22,SECURE FIRST FM LTD,SECURE FIRST FM LT    LOAN FT," 5,000.00 ",,, -   ,#N/A,,,,,,,,,,,,,,,,,,,,,,,,
28-Dec-22,SECURE FIRST FM LTD,SECURE FIRST FM LT    AS INVOICED BBP," 17,607.60 "," 2,934.60 "," 14,673.00 "," 14,673.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
25-Jan-23,SECURE FIRST FM LTD,SECURE FIRST FM LT    GUARDIAN FM / 71 BBP," 15,548.83 "," 2,591.47 "," 12,957.36 "," 12,957.36 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
27-Feb-23,SECURE FIRST FM LTD,SECURE FIRST FM LT    AS INVOICED BBP," 9,092.93 "," 1,515.49 "," 7,577.44 "," 7,577.44 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
27-Mar-23,SECURE FIRST FM LTD,SECURE FIRST FM LT    AS INVOICED BBP," 9,446.40 "," 1,574.40 "," 7,872.00 "," 7,872.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
26-Apr-23,SECURE FIRST FM LTD,SECURE FIRST FM LT    GUARDIAN FM / 71 BBP," 8,067.50 "," 1,344.58 "," 6,722.92 "," 6,722.92 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
10-Mar-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE BBP," 24,428.40 "," 4,071.40 "," 20,357.00 "," 20,357.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE            BBP," 6,500.00 "," 1,083.33 "," 5,416.67 "," 5,416.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE215         BBP," 7,148.00 "," 1,191.33 "," 5,956.67 "," 5,956.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
4-Apr-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE217         BBP," 2,730.92 ", 455.15 ," 2,275.77 "," 2,275.77 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
19-Apr-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE219         BBP," 23,010.00 "," 3,835.00 "," 19,175.00 "," 19,175.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
20-May-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE230 BBP," 15,968.44 "," 2,661.41 "," 13,307.03 "," 13,307.03 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
23-Jun-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE232 BBP," 16,122.60 "," 2,687.10 "," 13,435.50 "," 13,435.50 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
20-Jul-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE BBP," 12,052.00 "," 2,008.67 "," 10,043.33 "," 10,043.33 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
26-Aug-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE225 FT," 24,373.00 "," 4,062.17 "," 20,310.83 "," 20,310.83 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
30-Aug-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE239 BBP," 10,000.00 "," 1,666.67 "," 8,333.33 "," 8,333.33 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
24-Oct-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE BBP," 9,447.00 "," 1,574.50 "," 7,872.50 "," 7,872.50 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
26-Oct-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE BBP," 20,896.80 "," 3,482.80 "," 17,414.00 "," 17,414.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
23-Nov-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE BBP," 17,431.32 "," 2,905.22 "," 14,526.10 "," 14,526.10 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
28-Dec-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE BBP," 3,344.29 ", 557.38 ," 2,786.91 "," 2,786.91 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
28-Dec-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE BBP," 10,000.00 "," 1,666.67 "," 8,333.33 "," 8,333.33 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-23,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE BBP," 16,144.80 "," 2,690.80 "," 13,454.00 "," 13,454.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
8-Mar-23,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE BBP," 12,381.60 "," 2,063.60 "," 10,318.00 "," 10,318.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
27-Mar-23,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE BBP," 12,909.60 "," 2,151.60 "," 10,758.00 "," 10,758.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
26-Apr-23,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE BBP," 17,943.64 "," 2,990.61 "," 14,953.03 "," 14,953.03 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
26-Apr-23,SECURITY SMART LTD,SECURITY SMART LTD    AS PER INVOICE BBP," 9,500.00 "," 1,583.33 "," 7,916.67 "," 7,916.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
27-Apr-23,SECURITY SMART LTD,SECURITY SMART LTD    AS PER INVOICE FT," 6,500.00 "," 1,083.33 "," 5,416.67 "," 5,416.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
28-Apr-23,SECURITY SMART LTD,SECURITY SMART LTD    AS PER INVOICE BBP," 14,000.00 "," 2,333.33 "," 11,666.67 "," 11,666.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
4-May-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 15,408.58 "," 2,568.10 "," 12,840.48 "," 12,840.48 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
4-May-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 15,808.90 "," 2,634.82 "," 13,174.08 "," 13,174.08 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
4-May-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            BBP," 11,200.40 "," 1,866.73 "," 9,333.67 "," 9,333.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
10-May-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 49,500.80 "," 8,250.13 "," 41,250.67 "," 41,250.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
11-May-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 5,208.80 ", 868.13 ," 4,340.67 "," 4,340.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
17-May-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            BBP," 49,450.67 "," 8,241.78 "," 41,208.89 "," 41,208.89 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
17-May-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 8,050.80 "," 1,341.80 "," 6,709.00 "," 6,709.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
19-May-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 26,508.80 "," 4,418.13 "," 22,090.67 "," 22,090.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
24-May-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 13,580.50 "," 2,263.42 "," 11,317.08 "," 11,317.08 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
24-May-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 3,850.80 ", 641.80 ," 3,209.00 "," 3,209.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
1-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 27,500.80 "," 4,583.47 "," 22,917.33 "," 22,917.33 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
1-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 22,500.80 "," 3,750.13 "," 18,750.67 "," 18,750.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
10-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            BBP," 49,500.50 "," 8,250.08 "," 41,250.42 "," 41,250.42 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
11-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 6,850.80 "," 1,141.80 "," 5,709.00 "," 5,709.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
11-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            BBP," 48,390.56 "," 8,065.09 "," 40,325.47 "," 40,325.47 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
15-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 49,500.50 "," 8,250.08 "," 41,250.42 "," 41,250.42 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
16-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 22,580.90 "," 3,763.48 "," 18,817.42 "," 18,817.42 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
17-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 22,508.80 "," 3,751.47 "," 18,757.33 "," 18,757.33 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
18-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 25,805.80 "," 4,300.97 "," 21,504.83 "," 21,504.83 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
21-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 9,508.80 "," 1,584.80 "," 7,924.00 "," 7,924.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
21-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 2,580.74 ", 430.12 ," 2,150.62 "," 2,150.62 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
22-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 12,580.58 "," 2,096.76 "," 10,483.82 "," 10,483.82 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
23-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 2,580.58 ", 430.10 ," 2,150.48 "," 2,150.48 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
24-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 26,000.00 "," 4,333.33 "," 21,666.67 "," 21,666.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
29-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 49,580.50 "," 8,263.42 "," 41,317.08 "," 41,317.08 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
30-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            BBP," 49,980.90 "," 8,330.15 "," 41,650.75 "," 41,650.75 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
7-Jul-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 32,085.80 "," 5,347.63 "," 26,738.17 "," 26,738.17 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
8-Jul-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            BBP," 49,567.45 "," 8,261.24 "," 41,306.21 "," 41,306.21 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
