Date, Name , Memo , Barclays 53895114 , Vat , Net , Purchase / Direct Cost ,,,,,,,,,,,,,,,,,,,,,,,,,
7-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 15,000.00 "," 2,500.00 "," 12,500.00 "," 12,500.00 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
9-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 45,689.45 "," 7,614.91 "," 38,074.54 "," 38,074.54 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
9-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 48,956.80 "," 8,159.47 "," 40,797.33 "," 40,797.33 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
10-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 47,562.32 "," 7,927.05 "," 39,635.27 "," 39,635.27 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
13-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 43,520.60 "," 7,253.43 "," 36,267.17 "," 36,267.17 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
13-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 48,520.50 "," 8,086.75 "," 40,433.75 "," 40,433.75 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
14-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,856.32 "," 8,309.39 "," 41,546.93 "," 41,546.93 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
15-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 48,956.32 "," 8,159.39 "," 40,796.93 "," 40,796.93 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
16-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,580.52 "," 8,263.42 "," 41,317.10 "," 41,317.10 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
17-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 20,150.05 "," 3,358.34 "," 16,791.71 "," 16,791.71 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
17-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,230.52 "," 8,205.09 "," 41,025.43 "," 41,025.43 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
20-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 47,658.20 "," 7,943.03 "," 39,715.17 "," 39,715.17 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
22-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,520.32 "," 8,253.39 "," 41,266.93 "," 41,266.93 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
23-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 35,252.32 "," 5,875.39 "," 29,376.93 "," 29,376.93 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
28-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 48,950.20 "," 8,158.37 "," 40,791.83 "," 40,791.83 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
28-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 39,879.90 "," 6,646.65 "," 33,233.25 "," 33,233.25 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
5-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,523.52 "," 8,253.92 "," 41,269.60 "," 41,269.60 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
8-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 30,088.80 "," 5,014.80 "," 25,074.00 "," 25,074.00 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
8-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,850.25 "," 8,308.38 "," 41,541.88 "," 41,541.88 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
11-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,768.90 "," 8,294.82 "," 41,474.08 "," 41,474.08 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
11-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,456.78 "," 8,242.80 "," 41,213.98 "," 41,213.98 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
11-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 47,895.20 "," 7,982.53 "," 39,912.67 "," 39,912.67 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
11-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 33,520.50 "," 5,586.75 "," 27,933.75 "," 27,933.75 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
11-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 25,450.55 "," 4,241.76 "," 21,208.79 "," 21,208.79 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
12-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 48,560.98 "," 8,093.50 "," 40,467.48 "," 40,467.48 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
12-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 40,520.32 "," 6,753.39 "," 33,766.93 "," 33,766.93 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
13-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,582.31 "," 8,263.72 "," 41,318.59 "," 41,318.59 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
14-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 39,585.32 "," 6,597.55 "," 32,987.77 "," 32,987.77 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
15-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 38,952.32 "," 6,492.05 "," 32,460.27 "," 32,460.27 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
19-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,789.34 "," 8,298.22 "," 41,491.12 "," 41,491.12 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
21-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,852.32 "," 8,308.72 "," 41,543.60 "," 41,543.60 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
21-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 48,769.32 "," 8,128.22 "," 40,641.10 "," 40,641.10 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
29-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 35,789.67 "," 5,964.95 "," 29,824.73 "," 29,824.73 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
2-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,678.90 "," 8,279.82 "," 41,399.08 "," 41,399.08 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
5-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 20,858.80 "," 3,476.47 "," 17,382.33 "," 17,382.33 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
10-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,567.00 "," 8,261.17 "," 41,305.83 "," 41,305.83 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
12-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 24,580.00 "," 4,096.67 "," 20,483.33 "," 20,483.33 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
12-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 25,000.00 "," 4,166.67 "," 20,833.33 "," 20,833.33 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
16-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 25,000.00 "," 4,166.67 "," 20,833.33 "," 20,833.33 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
17-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 24,856.80 "," 4,142.80 "," 20,714.00 "," 20,714.00 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
18-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 6,580.78 "," 1,096.80 "," 5,483.98 "," 5,483.98 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
18-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,879.45 "," 8,313.24 "," 41,566.21 "," 41,566.21 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
19-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 25,080.90 "," 4,180.15 "," 20,900.75 "," 20,900.75 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
19-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 24,800.80 "," 4,133.47 "," 20,667.33 "," 20,667.33 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
22-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 40,789.90 "," 6,798.32 "," 33,991.58 "," 33,991.58 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
22-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,879.90 "," 8,313.32 "," 41,566.58 "," 41,566.58 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
23-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 15,000.00 "," 2,500.00 "," 12,500.00 "," 12,500.00 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
23-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 15,000.00 "," 2,500.00 "," 12,500.00 "," 12,500.00 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
24-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 20,000.00 "," 3,333.33 "," 16,666.67 "," 16,666.67 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
30-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 30,000.00 "," 5,000.00 "," 25,000.00 "," 25,000.00 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
1-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 10,000.00 "," 1,666.67 "," 8,333.33 "," 8,333.33 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
2-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 25,000.00 "," 4,166.67 "," 20,833.33 "," 20,833.33 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
10-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 30,450.56 "," 5,075.09 "," 25,375.47 "," 25,375.47 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
10-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 45,000.00 "," 7,500.00 "," 37,500.00 "," 37,500.00 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
13-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,820.30 "," 8,303.38 "," 41,516.92 "," 41,516.92 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
13-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 20,054.50 "," 3,342.42 "," 16,712.08 "," 16,712.08 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
13-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 49,580.80 "," 8,263.47 "," 41,317.33 "," 41,317.33 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
14-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 47,560.67 "," 7,926.78 "," 39,633.89 "," 39,633.89 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
14-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 49,560.80 "," 8,260.13 "," 41,300.67 "," 41,300.67 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
15-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 39,670.98 "," 6,611.83 "," 33,059.15 "," 33,059.15 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
16-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 48,560.78 "," 8,093.46 "," 40,467.32 "," 40,467.32 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
17-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 20,058.80 "," 3,343.13 "," 16,715.67 "," 16,715.67 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
22-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 25,000.00 "," 4,166.67 "," 20,833.33 "," 20,833.33 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
24-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 45,679.90 "," 7,613.32 "," 38,066.58 "," 38,066.58 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
4-Jan-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 15,258.80 "," 2,543.13 "," 12,715.67 "," 12,715.67 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
10-Jan-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 12,580.80 "," 2,096.80 "," 10,484.00 "," 10,484.00 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
10-Jan-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,585.25 "," 8,264.21 "," 41,321.04 "," 41,321.04 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
10-Jan-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,580.52 "," 8,263.42 "," 41,317.10 "," 41,317.10 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
10-Jan-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 48,632.20 "," 8,105.37 "," 40,526.83 "," 40,526.83 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
11-Jan-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 47,582.30 "," 7,930.38 "," 39,651.92 "," 39,651.92 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
12-Jan-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 45,625.30 "," 7,604.22 "," 38,021.08 "," 38,021.08 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
17-Jan-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 49,230.80 "," 8,205.13 "," 41,025.67 "," 41,025.67 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
17-Jan-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 34,579.80 "," 5,763.30 "," 28,816.50 "," 28,816.50 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
24-Jan-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 48,520.32 "," 8,086.72 "," 40,433.60 "," 40,433.60 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
2-Feb-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 7,200.00 "," 1,200.00 "," 6,000.00 "," 6,000.00 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
9-Feb-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 37,560.98 "," 6,260.16 "," 31,300.82 "," 31,300.82 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
9-Feb-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 46,870.00 "," 7,811.67 "," 39,058.33 "," 39,058.33 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
10-Feb-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 26,580.00 "," 4,430.00 "," 22,150.00 "," 22,150.00 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
10-Feb-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 45,560.00 "," 7,593.33 "," 37,966.67 "," 37,966.67 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
14-Feb-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 12,000.98 "," 2,000.16 "," 10,000.82 "," 10,000.82 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 48,908.89 "," 8,151.48 "," 40,757.41 "," 40,757.41 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
18-Feb-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 37,680.90 "," 6,280.15 "," 31,400.75 "," 31,400.75 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
28-Feb-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 8,520.80 "," 1,420.13 "," 7,100.67 "," 7,100.67 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
11-Apr-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    INVOICE 212        BBP," 1,800.56 ", 300.09 ," 1,500.47 "," 1,500.47 ", Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
12-Sep-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE MARKETIN    00967192BBL FT, 950.00 , 158.33 , 791.67 , 791.67 , Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
8-Nov-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE MARKETIN    00967192BBL BBP," 1,000.00 ", 166.67 , 833.33 , 833.33 , Red Apple Branding and Marketing Consultancy Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
10-Feb-23,REFINE SECURITY SERVICES,REFINE SECURITY SE    AS PER INVOICE GRP," 2,662.20 ", 443.70 ," 2,218.50 "," 2,218.50 ", REFINE SECURITY SERVICES ,,,,,,,,,,,,,,,,,,,,,,,,
10-Mar-23,REFINE SECURITY SERVICES,REFINE SECURITY SE    AS PER INVOICE GRP," 3,770.00 ", 628.33 ," 3,141.67 "," 3,141.67 ", REFINE SECURITY SERVICES ,,,,,,,,,,,,,,,,,,,,,,,,
11-Apr-23,REFINE SECURITY SERVICES,REFINE SECURITY SE    AS PER INVOICE GRP," 5,439.00 ", 906.50 ," 4,532.50 "," 4,532.50 ", REFINE SECURITY SERVICES ,,,,,,,,,,,,,,,,,,,,,,,,
25-May-22,RIA SECURITY LTD  ,RIA SECURITY LTD      AS INVOICED BBP," 4,950.45 ",,, -   , RIA SECURITY LTD   ,,,,,,,,,,,,,,,,,,,,,,,,
31-May-22,RIA SECURITY LTD  ,RIA SECURITY LTD      AS INVOICED BBP," 7,925.45 ",,, -   , RIA SECURITY LTD   ,,,,,,,,,,,,,,,,,,,,,,,,
23-Jun-22,RIA SECURITY LTD  ,RIA SECURITY LTD      AS INVOICED BBP," 1,260.00 ",,, -   , RIA SECURITY LTD   ,,,,,,,,,,,,,,,,,,,,,,,,
20-Jul-22,RIA SECURITY LTD  ,RIA SECURITY LTD      AS INVOICED BBP, 102.00 ,,, -   , RIA SECURITY LTD   ,,,,,,,,,,,,,,,,,,,,,,,,
27-Mar-23,RIA SECURITY LTD  ,RIA SECURITY LTD      AS INVOICED BBP, 408.00 , 68.00 , 340.00 , 340.00 , RIA SECURITY LTD   ,,,,,,,,,,,,,,,,,,,,,,,,
26-Apr-23,RIA SECURITY LTD  ,RIA SECURITY LTD      AS INVOICED BBP," 3,191.52 ", 531.92 ," 2,659.60 "," 2,659.60 ", RIA SECURITY LTD   ,,,,,,,,,,,,,,,,,,,,,,,,
28-Apr-23,RIA SECURITY LTD  ,RIA SECURITY LTD      AS INVOICED BBP," 2,334.00 ", 389.00 ," 1,945.00 "," 1,945.00 ", RIA SECURITY LTD   ,,,,,,,,,,,,,,,,,,,,,,,,
30-Mar-22,RK SECURITY LIMITED,RK SECURITY SERVIC    INVOICE2145        BBP," 3,500.00 ", 583.33 ," 2,916.67 "," 2,916.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-22,RK SECURITY LIMITED,RK SECURITY SERVIC    INVOICE2147        BBP," 7,350.00 "," 1,225.00 "," 6,125.00 "," 6,125.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
4-Apr-22,RK SECURITY LIMITED,RK SECURITY SERVIC    INVOICE2149        BBP," 3,624.52 ", 604.09 ," 3,020.43 "," 3,020.43 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
