Date,Type,No.,Customer,Memo,Total before VAT,VAT,Amount,Balance,Status
28/11/2022,Invoice,4847,ISSUKIRE,"We 27.11.2022      P105693912

Inv 315","6,236.10","1,247.22","7,483.32",0.00,paid
29/11/2022,Invoice,4865,Mitie Security Ltd,"Waitrose 514 Bagshot GU19 5DG

WE 27.11.2022      F00200122232   inv 541",238.00,47.60,285.60,0.00,paid
29/11/2022,Invoice,4867,Mitie Security Ltd,"Waitrose 556 Edenbridge

WE 27.11.2022      F00200122302  inv 546",308.00,61.60,369.60,0.00,paid
29/11/2022,Invoice,4868,Mitie Security Ltd,"Co op Minster Aspen Drive Minster

WE 27.11.2022      F00200127726   invoice 586",324.00,64.80,388.80,0.00,paid
29/11/2022,Invoice,4854,Mitie Security Ltd,"Savills Hermiston Gait Hermiston

WE 27.11.2022     F00200120560   inv 538",486.00,97.20,583.20,0.00,paid
29/11/2022,Invoice,4862,Mitie Security Ltd,"Co op Howden West Livingstone

WE 27.11.2022   F00200126885   inv 584",491.74,98.35,590.09,0.00,paid
29/11/2022,Invoice,4863,Mitie Security Ltd,"Earl Grey Street Edinburgh EH3 

WE 27.11.2022      F00200126883  inv583",507.60,101.52,609.12,0.00,paid
29/11/2022,Invoice,4859,Mitie Security Ltd,"Co op Edinburgh Frederick Street

WE 27.11.2022      F00200126894  inv 585",507.60,101.52,609.12,0.00,paid
29/11/2022,Invoice,4864,Mitie Security Ltd,"Waitrose 110 Crowborough

WE 27.11.2022      F00200122258   inv 542",532.00,106.40,638.40,0.00,paid
29/11/2022,Invoice,4853,Mitie Security Ltd,"Poundland Unit 4B Newkirkgate

WE 27.11.2022      F00200120528   inv 536",540.00,108.00,648.00,0.00,paid
29/11/2022,Invoice,4852,Mitie Security Ltd,"Poundland 142 146 Lothian

WE 27.11.2022     F00200120364   inv 534",540.00,108.00,648.00,0.00,paid
29/11/2022,Invoice,4851,Mitie Security Ltd,"Poundland 120A Princes 

WE 27.11.2022      F00200120362  inv 533",540.00,108.00,648.00,0.00,paid
29/11/2022,Invoice,4869,Mitie Security Ltd,"SASA1 Roddinglaw Rd 

WE 27.11.2022      F00200120516   inv 535",580.50,116.10,696.60,0.00,paid
29/11/2022,Invoice,4858,Mitie Security Ltd,"Co Op Edinburgh Dalry Road

WE 27.11.2022      	F00200126882    inv 582",609.12,121.82,730.94,0.00,paid
29/11/2022,Invoice,4856,Mitie Security Ltd,"waitrose 145 Morningside Rd

WE 27.11.2022     F00200120521   inv  540",729.00,145.80,874.80,0.00,paid
29/11/2022,Invoice,4866,Mitie Security Ltd,"Waitrose 533 Canterbur

WE 27.11.2022     F00200122272   inv 543",756.00,151.20,907.20,0.00,paid
29/11/2022,Invoice,4850,Mitie Security Ltd,"MS Edinburgh 54 Princes Street 

WE 27.11.2022      F00200120360   inv 532",999.00,199.80,"1,198.80",0.00,paid
29/11/2022,Invoice,4855,Mitie Security Ltd,"Sqa Scottish Qualifications Auth

WE 27.11.2022      	F00200120532   inv 537","1,134.00",226.80,"1,360.80",0.00,paid
29/11/2022,Invoice,4849,Mitie Security Ltd,"Leith st Edinburgh EH1 3SP

WE 27.11.2022     F00200120343  inv 531","1,188.00",237.60,"1,425.60",0.00,paid
29/11/2022,Invoice,4857,Mitie Security Ltd,"DARREN STEVENS 

WE 27.11.2022     F00200123478   inv 550","3,893.50",778.70,"4,672.20",0.00,paid
29/11/2022,Invoice,4880,Securitas Security Services (UK) Ltd,"6  Manager SAMANTHA PECK   Aug 2022   

S-POR1051969",319.00,63.80,382.80,0.00,paid
29/11/2022,Invoice,4875,Securitas Security Services (UK) Ltd,"7  Manager SAMANTHA PECK July  2022     

S-POR1051969",348.00,69.60,417.60,0.00,paid
29/11/2022,Invoice,4870,Securitas Security Services (UK) Ltd,"2   Manager SAMANTHA PECK July  2022     

S-POR1051964",522.00,104.40,626.40,0.00,paid
29/11/2022,Invoice,4877,Securitas Security Services (UK) Ltd,"3   Manager SAMANTHA PECK   Aug 2022   

S-POR1051972",696.00,139.20,835.20,0.00,paid
29/11/2022,Invoice,4874,Securitas Security Services (UK) Ltd,"6  Manager SAMANTHA PECK July  2022     

S-POR1051968",696.00,139.20,835.20,0.00,paid
29/11/2022,Invoice,4876,Securitas Security Services (UK) Ltd,"2   Manager SAMANTHA PECK   Aug 2022   

S-POR1051971",870.00,174.00,"1,044.00",0.00,paid
29/11/2022,Invoice,4873,Securitas Security Services (UK) Ltd,"5  Manager SAMANTHA PECK July  2022     

S-POR1051967",870.00,174.00,"1,044.00",0.00,paid
29/11/2022,Invoice,4871,Securitas Security Services (UK) Ltd,"3   Manager SAMANTHA PECK July  2022     

S-POR1051965",870.00,174.00,"1,044.00",0.00,paid
29/11/2022,Invoice,4879,Securitas Security Services (UK) Ltd,"5  Manager SAMANTHA PECK   Aug 2022   

S-POR1051974",928.00,185.60,"1,113.60",0.00,paid
29/11/2022,Invoice,4878,Securitas Security Services (UK) Ltd,"4  Manager SAMANTHA PECK   Aug 2022   

S-POR1051973",957.00,191.40,"1,148.40",0.00,paid
29/11/2022,Invoice,4872,Securitas Security Services (UK) Ltd,"4  Manager SAMANTHA PECK July  2022     

S-POR1051966",986.00,197.20,"1,183.20",0.00,paid
30/11/2022,Invoice,4885,Alandale Logistics Ltd,we 27.11.2022    Nova Victoria,702.10,140.42,842.52,0.00,paid
30/11/2022,Invoice,4882,Alandale Logistics Ltd,"we 27.11.2022			1 Berkeley Street",714.00,142.80,856.80,0.00,paid
30/11/2022,Invoice,4884,Alandale Logistics Ltd,We 27.11.2022    Lewisham House,725.90,145.18,871.08,0.00,paid
30/11/2022,Invoice,4883,Alandale Logistics Ltd,"we 27.11.2022	 COLT LON4","1,374.45",274.89,"1,649.34",0.00,paid
30/11/2022,Invoice,4886,Alandale Logistics Ltd,"we 27.11.2022	The Shard London SE1 9SG","2,726.19",545.24,"3,271.43",0.00,paid
30/11/2022,Invoice,4881,BRIDGE SECURITY SERVICES LTD,We 27.11.2022,"1,686.36",337.27,"2,023.63",0.00,paid
30/11/2022,Invoice,4887,Securitas Security Services (UK) Ltd,"Manager Murshed

Nov 2022     S-POR1052038","1,709.71",341.94,"2,051.65",0.00,paid
01/12/2022,Invoice,4889,O&B SECURITY LIMITED,WE  04.09.2022  St Joseph Snow Hill Wharf,114.00,22.80,136.80,0.00,paid
01/12/2022,Invoice,4903,O&B SECURITY LIMITED,WE  30.10.2022       Wates Carnival Place,191.25,38.25,229.50,0.00,paid
01/12/2022,Invoice,4900,O&B SECURITY LIMITED,WE  16.10.2022    Wates Carnival Place,191.25,38.25,229.50,0.00,paid
01/12/2022,Invoice,4905,O&B SECURITY LIMITED,WE  24.07.2022       St Joseph Snow Hill,228.00,45.60,273.60,0.00,paid
01/12/2022,Invoice,4888,O&B SECURITY LIMITED,WE  21.08.2022  St Joseph Snow Hill Wharf,228.00,45.60,273.60,0.00,paid
01/12/2022,Invoice,4896,O&B SECURITY LIMITED,WE  02.10.2022       Wates Carnival Place,292.50,58.50,351.00,77.40,overdue
01/12/2022,Invoice,4890,O&B SECURITY LIMITED,WE  11.09.2022  St Joseph Snow Hill Wharf,324.00,64.80,388.80,0.00,paid
01/12/2022,Invoice,4904,O&B SECURITY LIMITED,WE  06.11.2022      Wates Carnival Place,382.50,76.50,459.00,0.00,paid
01/12/2022,Invoice,4902,O&B SECURITY LIMITED,WE  23.10.2022       Wates Carnival Place,382.50,76.50,459.00,0.00,paid
01/12/2022,Invoice,4898,O&B SECURITY LIMITED,WE  09.10.2022     Wates Carnival Place Wellington,382.50,76.50,459.00,0.00,paid
01/12/2022,Invoice,4901,O&B SECURITY LIMITED,WE  23.10.2022    St Joseph Snow Hil,450.00,90.00,540.00,0.00,paid
01/12/2022,Invoice,4893,O&B SECURITY LIMITED,WE  25.09.2022        St Joseph Snow Hill,456.00,91.20,547.20,0.00,paid
01/12/2022,Invoice,4899,O&B SECURITY LIMITED,WE  16.10.2022       St Joseph Snow Hill,540.00,108.00,648.00,0.00,paid
01/12/2022,Invoice,4891,O&B SECURITY LIMITED,WE  18.09.2022  St Joseph Snow Hill Wharf,540.00,108.00,648.00,0.00,paid
01/12/2022,Invoice,4897,O&B SECURITY LIMITED,WE  09.10.2022     St Joseph Snow Hill,570.00,114.00,684.00,0.00,paid
01/12/2022,Invoice,4895,O&B SECURITY LIMITED,WE  02.10.2022        St Joseph Snow Hil,570.00,114.00,684.00,0.00,paid
01/12/2022,Invoice,4892,O&B SECURITY LIMITED,WE  18.09.2022   Wates Carnival Place Wellington,573.75,114.75,688.50,0.00,paid
03/12/2022,Invoice,4906,G4S Secure Solutions (UK),"Nov  2022    HAVAS EHS
 
UK1115068148",906.00,181.20,"1,087.20",0.00,paid
04/12/2022,Invoice,5536,OCS,400198    WE 04.12.2022,"25,767.64","5,153.53","30,921.17",0.00,paid
09/12/2022,Invoice,4907,AMBERSTONE SECURITY LTD,We 04.12.2022,"7,235.97","1,447.19","8,683.16",0.00,paid
09/12/2022,Invoice,4909,O&B SECURITY LIMITED,"WE  27.11.2022        Wates, Carnival Place,",191.25,38.25,229.50,0.00,paid
09/12/2022,Invoice,4911,O&B SECURITY LIMITED,"WE  04.12.2022     Wates, Carnival Place,",382.50,76.50,459.00,0.00,paid
09/12/2022,Invoice,4908,O&B SECURITY LIMITED,"WE  20.11.2022        Wates, Carnival Place,",382.50,76.50,459.00,0.00,paid
09/12/2022,Invoice,4910,O&B SECURITY LIMITED,WE  04.12.2022     ISG Oak Cancer Centre,585.00,117.00,702.00,0.00,paid
10/12/2022,Invoice,4912,BRIDGE SECURITY SERVICES LTD,We 04.12.2022,"2,075.52",415.10,"2,490.62",0.00,paid
10/12/2022,Invoice,4913,FAO Megan Lee,we 04.12.22,"2,688.00",537.60,"3,225.60",0.00,paid
10/12/2022,Invoice,4914,Mitie Security Ltd,"Waitrose 533 Canterbury

WE 04.12.2022     F00200126850   inv 580",469.00,93.80,562.80,0.00,paid
10/12/2022,Invoice,4915,Servo Group,Nov 2022,"11,892.00","2,378.40","14,270.40",0.00,paid
13/12/2022,Invoice,4958,Alandale Logistics Ltd,We 04.12.2022    Lewisham House,142.80,28.56,171.36,0.00,paid
13/12/2022,Invoice,4962,Alandale Logistics Ltd,we 04.12.2022     Nova Victoria,702.10,140.42,842.52,0.00,paid
13/12/2022,Invoice,4959,Alandale Logistics Ltd,"we 04.12.2022			1 Berkeley Street",714.00,142.80,856.80,0.00,paid
13/12/2022,Invoice,4960,Alandale Logistics Ltd,"we 04.12.2022	 COLT LON4","1,374.45",274.89,"1,649.34",0.00,paid
13/12/2022,Invoice,4961,Alandale Logistics Ltd,"we 04.12.2022	The Shard London SE1 9SG","2,726.19",545.24,"3,271.43","3,271.43",overdue
13/12/2022,Invoice,4957,AMBERSTONE SECURITY LTD,We 27.11.2022,"6,021.98","1,204.40","7,226.38",0.00,paid
13/12/2022,Invoice,4953,FAO Megan Lee,we 11.12.22,"2,688.00",537.60,"3,225.60",0.00,paid
13/12/2022,Invoice,4938,ISSUKIRE,"We 04.12.2022      

P105705240 inv 316","6,007.95","1,201.59","7,209.54",0.00,paid
13/12/2022,Invoice,4956,ISSUKIRE,"We 11.12.2022

P105705241  inv 317","7,790.80","1,558.16","9,348.96",0.00,paid
13/12/2022,Invoice,4949,Mitie Security Ltd,"Co Op Edinburgh South Clerk

We 11.12.2022     F00200132691  inv 609",101.52,20.30,121.82,0.00,paid
13/12/2022,Invoice,4931,Mitie Security Ltd,"Co Op Edinburgh South Clerk 

WE 04.12.2022  F00200133623  inv 617",101.52,20.30,121.82,0.00,paid
13/12/2022,Invoice,4934,Mitie Security Ltd,"Waitrose 109 Longfield DA3 7QA

WE 04.12.2022    F00200125934  inv 628",112.00,22.40,134.40,0.00,paid
13/12/2022,Invoice,4916,Mitie Security Ltd,"38 Comely Bank Rd Edinburgh EH4 1AW

WE 04.12.2022     F00200128977  inv 588",216.00,43.20,259.20,0.00,paid
13/12/2022,Invoice,4950,Mitie Security Ltd,"Co op Howden West Livingstone 

We 11.12.2022  F00200134473    inv 621",355.32,71.06,426.38,0.00,paid
13/12/2022,Invoice,4932,Mitie Security Ltd,"Co op Howden West Livingstone

WE 04.12.2022   F00200132893   inv 613",463.19,92.64,555.83,0.00,paid
13/12/2022,Invoice,4942,Mitie Security Ltd,"Savills Hermiston Gait Hermiston

WE 11.12.2022    F00200130586  inv 605",486.00,97.20,583.20,0.00,paid
13/12/2022,Invoice,4924,Mitie Security Ltd,"Savills Hermiston Gait Hermiston

WE 04.12.2022    F00200129024  inv 591",486.00,97.20,583.20,0.00,paid
13/12/2022,Invoice,4935,Mitie Security Ltd,"Waitrose 514 Bagshot

WE 04.12.2022     F00200126855  inv 581",497.00,99.40,596.40,0.00,paid
13/12/2022,Invoice,4923,Mitie Security Ltd,"SASA1 Roddinglaw Rd Edinburgh

WE 04.12.2022     F00200129026  inv 593",499.50,99.90,599.40,0.00,paid
13/12/2022,Invoice,4951,Mitie Security Ltd,"Earl Grey Street Edinburgh

We 11.12.2022    F00200132894  inv  614",507.60,101.52,609.12,0.00,paid
13/12/2022,Invoice,4947,Mitie Security Ltd,"Co op Edinburgh Frederick 

We 11.12.2022      F00200132890  inv 611",507.60,101.52,609.12,0.00,paid
13/12/2022,Invoice,4933,Mitie Security Ltd,"Earl Grey Street Edinburgh

WE 04.12.2022   F00200134475  inv 618",507.60,101.52,609.12,0.00,paid
13/12/2022,Invoice,4930,Mitie Security Ltd,"Co Op Edinburgh McDonald 

WE 04.12.2022 	F00200134500   inv 619",507.60,101.52,609.12,0.00,paid
13/12/2022,Invoice,4929,Mitie Security Ltd,"Co op Edinburgh Frederick 

WE 04.12.2022   F00200134502  inv  620",507.60,101.52,609.12,0.00,paid
13/12/2022,Invoice,4922,Mitie Security Ltd,"Poundland Unit 4B Newkirkgate

WE 04.12.2022     	F00200129025  inv 592",540.00,108.00,648.00,0.00,paid
13/12/2022,Invoice,4921,Mitie Security Ltd,"Poundland 142 146 Lothian Road 

WE 04.12.2022     F00200129262  inv 598",540.00,108.00,648.00,0.00,paid
13/12/2022,Invoice,4920,Mitie Security Ltd,"Poundland 120A Princes Street

WE 04.12.2022     F00200129023  inv  590",540.00,108.00,648.00,0.00,paid
13/12/2022,Invoice,4917,Mitie Security Ltd,"Homes For Students Beaverbank 

WE 04.12.2022     F00200129021  inv 589",607.50,121.50,729.00,0.00,paid
13/12/2022,Invoice,4946,Mitie Security Ltd,"Co Op Edinburgh Dalry

We 11.12.2022      F00200132889   inv 610",609.12,121.82,730.94,0.00,paid
13/12/2022,Invoice,4928,Mitie Security Ltd,"Co Op Edinburgh Dalry Road

WE 04.12.2022   F00200132895  inv 615",609.12,121.82,730.94,0.00,paid
13/12/2022,Invoice,4952,Mitie Security Ltd,"Waitrose 514 Bagshot 

We 11.12.2022     F00200130184  inv 599",637.00,127.40,764.40,0.00,paid
13/12/2022,Invoice,4943,Mitie Security Ltd,"Sqa Scottish Qualifications Auth

WE 11.12.2022 	F00200130588   inv 606",648.00,129.60,777.60,0.00,paid
13/12/2022,Invoice,4925,Mitie Security Ltd,"Sqa Scottish Qualifications 

WE 04.12.2022   F00200129027  inv 594",648.00,129.60,777.60,0.00,paid
13/12/2022,Invoice,4944,Mitie Security Ltd,"Swaitrose 145 Morningside 

WE 11.12.2022     F00200130614  inv 607",729.00,145.80,874.80,0.00,paid
13/12/2022,Invoice,4926,Mitie Security Ltd,"waitrose 145 Morningside Rd Edinburgh 

WE 04.12.2022     F00200129065 inv 597",729.00,145.80,874.80,0.00,paid
13/12/2022,Invoice,4939,Mitie Security Ltd,"Homes For Students Beaverbank

WE 11.12.2022   F00200130559  inv 600",769.50,153.90,923.40,0.00,paid
13/12/2022,Invoice,4941,Mitie Security Ltd,"SASA1 Roddinglaw Rd Edinburgh

WE 11.12.2022     F00200130563  inv 602",958.50,191.70,"1,150.20",0.00,paid
13/12/2022,Invoice,4940,Mitie Security Ltd,"MS Edinburgh 54 Princes Street

WE 11.12.2022     F00200130560  Inv 601",985.50,197.10,"1,182.60",0.00,paid
13/12/2022,Invoice,4919,Mitie Security Ltd,"MS Edinburgh 54 Princes Street 

WE 04.12.2022    F00200129030  inv 596",985.50,197.10,"1,182.60",0.00,paid
13/12/2022,Invoice,4918,Mitie Security Ltd,"Leith st Edinburgh EH1 3SP 

WE 04.12.2022     F00200129029  inv 595","1,458.00",291.60,"1,749.60",0.00,paid
13/12/2022,Invoice,4927,Mitie Security Ltd,"Manager Darren Stevens  @WE 04.12.2022

WE 04.12.2022     F00200128342  inv 587","2,671.50",534.30,"3,205.80",0.00,paid
13/12/2022,Invoice,4945,Mitie Security Ltd,"Manager Darren @ We 11.12.2022

F00200131794   inv 608","2,821.00",564.20,"3,385.20",0.00,paid
13/12/2022,Invoice,4954,O&B SECURITY LIMITED,"WE  11.12.2022     Wates, Carnival Place,",371.25,74.25,445.50,0.00,paid
13/12/2022,Invoice,4955,O&B SECURITY LIMITED,WE  11.12.2022        ISG Oak Cancer Centre,517.50,103.50,621.00,0.00,paid
14/12/2022,Invoice,4963,Mitie Security Ltd,"O OP EDINBURGH DALRY

F00200066340  inv 100",609.12,121.82,730.94,0.00,paid
15/12/2022,Invoice,4971,Alandale Logistics Ltd,We 11.12.2022     Lewisham House,523.60,104.72,628.32,0.00,paid
15/12/2022,Invoice,4972,Alandale Logistics Ltd,we 11.12.2022    Nova Victoria,577.15,115.43,692.58,0.00,paid
15/12/2022,Invoice,4969,Alandale Logistics Ltd,we 11.12.2022     Berkeley Street,714.00,142.80,856.80,0.00,paid
15/12/2022,Invoice,4970,Alandale Logistics Ltd,"we 11.12.2022	 COLT LON4","1,386.35",277.27,"1,663.62",0.00,paid
15/12/2022,Invoice,4973,Alandale Logistics Ltd,"we 11.12.2022 	The Shard London SE1 9SG","1,666.01",333.20,"1,999.21",0.00,paid
15/12/2022,Invoice,4974,BRIDGE SECURITY SERVICES LTD,We 11.12.2022,"2,075.52",415.10,"2,490.62",0.00,paid
15/12/2022,Invoice,4894,O&B SECURITY LIMITED,WE  25.09.2022        Wates Carnival Place Wellington Road,956.25,191.25,"1,147.50",0.00,paid
15/12/2022,Invoice,4979,Securitas Security Services (UK) Ltd,"Manager Anthony Orr 

Nov 2022    S-POR1057367",986.00,197.20,"1,183.20",0.00,paid
15/12/2022,Invoice,4975,Securitas Security Services (UK) Ltd,"Manger Shane Carter  2 

Nov 2022     PO Missing","3,564.00",712.80,"4,276.80",0.00,paid
15/12/2022,Invoice,4977,Securitas Security Services (UK) Ltd,"Manager Micheal Paul

Nov 2022     S-POR1052106","3,791.75",758.35,"4,550.10",0.00,paid
15/12/2022,Invoice,4978,Securitas Security Services (UK) Ltd,"Manager Murshad  2 

Nov 2022     S-POR1051230","4,618.44",923.69,"5,542.13",0.00,paid
15/12/2022,Invoice,4976,Securitas Security Services (UK) Ltd,"Manger Aqib tahir

Nov 2022     PS-PIN1078984","8,787.00","1,757.40","10,544.40",0.00,paid
16/12/2022,Invoice,4980,AMBERSTONE SECURITY LTD,We 11.12.2022,"5,728.22","1,145.64","6,873.86",0.00,paid
17/12/2022,Invoice,4981,Brooknight Security,NOV 2022,"1,571.13",314.23,"1,885.36",0.00,paid
17/12/2022,Invoice,4984,Ellis Brigham Ltd,Ellis Brigham Ltd  Nov 2022,702.00,140.40,842.40,0.00,paid
17/12/2022,Invoice,4983,Ellis Brigham Ltd,Ellis Brigham Leases Ltd    Nov  2022,"1,606.54",321.31,"1,927.85",0.00,paid
17/12/2022,Invoice,4982,Excellerate Services,Nov 2022                   16709,465.00,93.00,558.00,0.00,paid
17/12/2022,Invoice,4985,GALAXON LTD,Nov 2022,"8,523.96","1,704.79","10,228.75",0.00,paid
17/12/2022,Invoice,4986,PRIME SECURITY LTD,Nov  2022,450.00,90.00,540.00,0.00,paid
17/12/2022,Invoice,4994,Securitas Security Services (UK) Ltd,"Manager SUSAN MCGLYNN

Nov 2022     S-POR1054089",116.00,23.20,139.20,0.00,paid
17/12/2022,Invoice,4990,Securitas Security Services (UK) Ltd,"Manager Baanujah

Nov 2022     PO S-POR1052870",174.00,34.80,208.80,0.00,paid
17/12/2022,Invoice,4999,Securitas Security Services (UK) Ltd,"Manager SHAUN NICHOLSON

Nov 2022     S-PIN1077262",232.00,46.40,278.40,0.00,paid
17/12/2022,Invoice,4998,Securitas Security Services (UK) Ltd,"Manager Frances Lenon

Nov 2022    S-POR1054098",319.00,63.80,382.80,0.00,paid
17/12/2022,Invoice,4997,Securitas Security Services (UK) Ltd,"Manager Martin Edney

Nov 2022     S-POR1055940",348.00,69.60,417.60,0.00,paid
17/12/2022,Invoice,4993,Securitas Security Services (UK) Ltd,"Manager d Guy Watson

Nov 2022    S-POR1052842",522.00,104.40,626.40,0.00,paid
17/12/2022,Invoice,4995,Securitas Security Services (UK) Ltd,"Manager James Coulter

Nov 2022     S-POR1052909",870.00,174.00,"1,044.00",0.00,paid
17/12/2022,Invoice,4996,Securitas Security Services (UK) Ltd,"Manager James Morse

Nov 2022     S-POR1054204","1,218.00",243.60,"1,461.60",0.00,paid
17/12/2022,Invoice,4987,Servoca Secure Solutions Ltd,Nov 2022,746.70,149.34,896.04,0.00,paid
17/12/2022,Invoice,4988,STMSECUR,Nov 2022,"9,469.76","1,893.95","11,363.71",0.00,paid
17/12/2022,Invoice,4989,SWL Security Services,Nov 2022,847.13,169.43,"1,016.56",0.00,paid
19/12/2022,Invoice,5019,Atalian Servest Group,Nov 2022   Manager Christian Moore,232.00,46.40,278.40,0.00,paid
19/12/2022,Invoice,5023,Atalian Servest Group,Nov 2022    Manager Oliver Norris,348.00,69.60,417.60,0.00,paid
19/12/2022,Invoice,5022,Atalian Servest Group,Nov 2022    Manager Jez Dyer,391.50,78.30,469.80,0.00,paid
19/12/2022,Invoice,5020,Atalian Servest Group,Nov 2022    Manager  David Lines,696.00,139.20,835.20,0.00,paid
19/12/2022,Invoice,5018,Atalian Servest Group,Nov 2022   Manager Alan Soutar,"1,660.25",332.05,"1,992.30",0.00,paid
19/12/2022,Invoice,5021,Atalian Servest Group,Nov 2022    Manager Emily Sinden​,"4,872.00",974.40,"5,846.40",0.00,paid
19/12/2022,Invoice,5000,FAO Megan Lee,We 18.12.22,"2,688.00",537.60,"3,225.60",0.00,paid
19/12/2022,Invoice,5001,ISSUKIRE,"We 18.12.2022

P105707336  inv  360","8,204.85","1,640.97","9,845.82",0.00,paid
19/12/2022,Invoice,5012,Mitie Security Ltd,"Co Op Edinburgh South Clerk 

We 18.12.2022   F00200143105  inv 562",101.52,20.30,121.82,0.00,paid
19/12/2022,Invoice,5016,Mitie Security Ltd,"Waitrose 582 Basingstoke 

We 18.12.2022  F00200136872  inv 557",175.00,35.00,210.00,0.00,paid
19/12/2022,Invoice,5017,Mitie Security Ltd,"Waitrose 706 Bracknell 

We 18.12.2022	F00200136903  inv 558",371.00,74.20,445.20,0.00,paid
19/12/2022,Invoice,5005,Mitie Security Ltd,"Savills Hermiston Gait Hermiston

We 18.12.2022   F00200135216  inv 626",486.00,97.20,583.20,0.00,paid
19/12/2022,Invoice,5013,Mitie Security Ltd,"Co op Howden West Livingstone

We 18.12.2022  F00200143109 inv 563",491.74,98.35,590.09,0.00,paid
19/12/2022,Invoice,5014,Mitie Security Ltd,"Earl Grey Street Edinburgh EH3 9BN

We 18.12.2022   F00200143182  Inv 566",507.60,101.52,609.12,0.00,paid
19/12/2022,Invoice,5011,Mitie Security Ltd,"Co Op Edinburgh McDonald

We 18.12.2022   F00200143163 inv 565",507.60,101.52,609.12,0.00,paid
19/12/2022,Invoice,5010,Mitie Security Ltd,"Co op Edinburgh Frederick 

We 18.12.2022   F00200143152  inv 564",507.60,101.52,609.12,0.00,paid
19/12/2022,Invoice,5002,Mitie Security Ltd,"Homes For Students Beaverbank 

We 18.12.2022 F00200135218  inv 627",607.50,121.50,729.00,0.00,paid
19/12/2022,Invoice,5009,Mitie Security Ltd,"Co Op Edinburgh Dalry Road

We 18.12.2022       F00200143099",609.12,121.82,730.94,0.00,paid
19/12/2022,Invoice,5006,Mitie Security Ltd,"Sqa Scottish Qualifications Auth 

We 18.12.2022   F00200135207  inv 622",648.00,129.60,777.60,0.00,paid
19/12/2022,Invoice,5007,Mitie Security Ltd,"waitrose 145 Morningside Rd

We 18.12.2022   F00200135208  inv 623",729.00,145.80,874.80,0.00,paid
19/12/2022,Invoice,5004,Mitie Security Ltd,"SASA1 Roddinglaw Rd Edinburgh  

We 18.12.2022  F00200135215  inv 625",843.75,168.75,"1,012.50",0.00,paid
19/12/2022,Invoice,5003,Mitie Security Ltd,"MS Edinburgh 54 Princes Street 

We 18.12.2022  F00200135209   inv  624",985.50,197.10,"1,182.60",0.00,paid
19/12/2022,Invoice,5008,Mitie Security Ltd,F00200138429 WE 18.12.2022,"3,165.50",633.10,"3,798.60",0.00,paid
19/12/2022,Invoice,5024,Paratus Security Limited,Nov 2022,385.00,77.00,462.00,0.00,paid
19/12/2022,Invoice,5025,UK Protection Ltd,Nov  2022,148.50,29.70,178.20,0.00,paid
20/12/2022,Invoice,5029,OCS,393922    WE 13.11.2022,"21,004.71","4,200.94","25,205.65",0.00,paid
20/12/2022,Invoice,5033,OCS,401793    WE 18.12.2022,"23,059.79","4,611.96","27,671.75",0.00,paid
20/12/2022,Invoice,5032,OCS,400198    WE 04.12.2022,"23,123.06","4,624.61","27,747.67",0.00,paid
20/12/2022,Invoice,5026,OCS,389334      WE 23.10.2022,"25,953.08","5,190.62","31,143.70",0.00,paid
20/12/2022,Invoice,5031,OCS,397046      WE 27.11.2022,"30,335.91","6,067.18","36,403.09",0.00,paid
20/12/2022,Invoice,5030,OCS,395467      WE 20.11.2022,"30,438.48","6,087.70","36,526.18",0.00,paid
20/12/2022,Invoice,5027,OCS,390836     WE 30.10.2022,"32,878.08","6,575.62","39,453.70",0.00,paid
20/12/2022,Invoice,5028,OCS,392373      WE 06.11.2022,"35,939.31","7,187.86","43,127.17",0.00,paid
21/12/2022,Invoice,5034,Servo Group,Cleaning SG192/W139BP,"1,230.00",246.00,"1,476.00",0.00,paid
22/12/2022,Invoice,5035,BRIDGE SECURITY SERVICES LTD,We 18.12.2022,"1,945.80",389.16,"2,334.96",0.00,paid
22/12/2022,Invoice,5037,CHURCHIL,Nov 2022,727.20,145.44,872.64,0.00,paid
22/12/2022,Invoice,5036,OSS Managed Services Ltd,NOV 2022,357.00,71.40,428.40,0.00,paid
22/12/2022,Invoice,5038,Traditional Norfolk Poultry Ltd,"AED 23065
  
Nov 22  & Dec 22","3,996.00",799.20,"4,795.20",0.00,paid
28/12/2022,Invoice,5040,Red Support Services,Cleaning Dec 2022,"4,495.50",899.10,"5,394.60",0.00,paid
02/01/2023,Invoice,6543,Securitas Security Services (UK) Ltd,Manager MIchael Paull Dec 2022     S-POR1053148,804.75,160.95,965.70,0.00,paid
02/01/2023,Invoice,6544,Securitas Security Services (UK) Ltd,"Manager Sharon Roberstosn

Dec  2022   S-POR1064923","1,218.00",243.60,"1,461.60",0.00,paid
05/01/2023,Invoice,5041,BRIDGE SECURITY SERVICES LTD,We 25.12.2022,"3,264.62",652.92,"3,917.54",0.00,paid
05/01/2023,Invoice,5042,BRIDGE SECURITY SERVICES LTD,We 01.01.2022,"4,626.68",925.34,"5,552.02",0.00,paid
07/01/2023,Invoice,5046,AMBERSTONE SECURITY LTD,We 25.12.2022,"4,670.26",934.05,"5,604.31",0.00,paid
07/01/2023,Invoice,5047,AMBERSTONE SECURITY LTD,We 01.01.2023,"5,505.35","1,101.07","6,606.42",0.00,paid
07/01/2023,Invoice,5045,AMBERSTONE SECURITY LTD,We 18.12.2022,"5,632.30","1,126.46","6,758.76",0.00,paid
