Date,Type,No.,Customer,Memo,Total before VAT,VAT,Amount,Balance,Status
04/09/2023,Invoice,6297,Securitas Security Services (UK) Ltd,"Manager   Dave Evans 

Aug  2023        PO Missing","2,054.25",410.85,"2,465.10","1,153.61",overdue
04/09/2023,Invoice,6279,Securitas Security Services (UK) Ltd,"Manager  ADAM COLLINS

Aug  2023       S-POR1064651","2,178.00",435.60,"2,613.60",0.00,paid
04/09/2023,Invoice,6468,Securitas Security Services (UK) Ltd,"Manager  Anthony Orr    2

Aug  2023        S-POR1064469","2,359.50",471.90,"2,831.40",0.00,paid
04/09/2023,Invoice,6281,Securitas Security Services (UK) Ltd,"Manager  Anthony Orr    1

Aug  2023        S-POR1064468","2,359.50",471.90,"2,831.40",0.00,paid
04/09/2023,Invoice,6295,Securitas Security Services (UK) Ltd,"Manager   Shane Carter

Aug  2023        PO Missing","2,574.00",514.80,"3,088.80",0.00,paid
04/09/2023,Invoice,6286,Securitas Security Services (UK) Ltd,"Manager  Sheran Robertson

Aug  2023       S-POR1072108","2,607.00",521.40,"3,128.40",0.00,paid
04/09/2023,Invoice,6280,Securitas Security Services (UK) Ltd,"Manager  Andrea Jones

Aug  2023        S-POR1064652","2,697.55",539.51,"3,237.06",0.00,paid
04/09/2023,Invoice,6289,Securitas Security Services (UK) Ltd,"Manager  Kerris Hartley-Brown

Aug  2023        S-PIN1090566","2,739.00",547.80,"3,286.80",0.00,paid
04/09/2023,Invoice,6277,Securitas Security Services (UK) Ltd,"Manager Sharon Robertson

Aug  2023       S-POR1062762","3,599.81",719.96,"4,319.77",0.00,paid
04/09/2023,Invoice,6278,Securitas Security Services (UK) Ltd,"Manager Shahraz Ahmad

Aug  2023        S-POR1072191","4,554.00",910.80,"5,464.80",0.00,paid
04/09/2023,Invoice,6470,Securitas Security Services (UK) Ltd,"Manager  Anthony Orr    4

Aug  2023         S-POR1064471","4,752.00",950.40,"5,702.40",0.00,paid
04/09/2023,Invoice,6469,Securitas Security Services (UK) Ltd,"Manager  Anthony Orr    3

Aug  2023         S-POR1064470","5,742.00","1,148.40","6,890.40",0.00,paid
04/09/2023,Invoice,6290,Securitas Security Services (UK) Ltd,"Manager  Michael Paul

Aug  2023      S-POR1061684","8,316.00","1,663.20","9,979.20",0.00,paid
04/09/2023,Invoice,6296,Securitas Security Services (UK) Ltd,"Manager   Sharaz Ahmed

Aug  2023        PO Missing","12,944.25","2,588.85","15,533.10",0.00,paid
04/09/2023,Invoice,6284,Securitas Security Services (UK) Ltd,"Manager  Derek Barnard

Aug  2023        S-POR1064537","13,601.00","2,720.20","16,321.20",0.00,paid
04/09/2023,Invoice,6298,Securitas Security Services (UK) Ltd,"Manager   Tahir Ali

Aug  2023        S-PIN1090598","32,496.75","6,499.35","38,996.10",0.00,paid
04/09/2023,Invoice,6382,Servo Group,W/C 28.08.2023,"1,050.00",210.00,"1,260.00",0.00,paid
05/09/2023,Invoice,6302,Key Holding,August  2023,120.00,24.00,144.00,0.00,paid
05/09/2023,Invoice,6377,Securitas Security Services (UK) Ltd,"Manager Jack Dent

We 04.09.2023      PO Missing","3,107.13",621.43,"3,728.56",0.00,paid
09/09/2023,Invoice,6303,OCS,450261       We 20/08/2023,"11,942.88","2,388.58","14,331.46",0.00,paid
09/09/2023,Invoice,6304,OCS,451612       We 27/08/2023,"20,829.74","4,165.95","24,995.69",0.00,paid
10/09/2023,Invoice,6343,Alandale Logistics Ltd,"We 10.09.2023
   MACE WOOLGATE EXCHANGE 25",908.60,181.72,"1,090.32",0.00,paid
11/09/2023,Invoice,6347,Alandale Logistics Ltd,"We 10.09.2023
    STONECUTTER COURT",249.87,49.97,299.84,0.00,paid
11/09/2023,Invoice,6352,Alandale Logistics Ltd,"We 10.09.2023
     Lewisham",467.28,93.46,560.74,0.00,paid
11/09/2023,Invoice,6355,Alandale Logistics Ltd,"We 10.09.2023
     Colt lone 4","2,180.64",436.13,"2,616.77",0.00,paid
11/09/2023,Invoice,6339,Alandale Logistics Ltd,We 10.09.2023    The Shard London SE1 9SG,"3,806.53",761.31,"4,567.84",0.00,paid
11/09/2023,Invoice,6357,BRIDGE SECURITY SERVICES LTD,We 10.09.2023,"1,123.20",224.64,"1,347.84",0.00,paid
11/09/2023,Invoice,6360,FAO Megan Lee,We 10.09.2023,"2,688.00",537.60,"3,225.60",0.00,paid
11/09/2023,Invoice,6373,ISSUKIRE,"We 10.09.2023

P105815803   INV 1502","3,105.99",621.20,"3,727.19",0.00,paid
11/09/2023,Invoice,7373,O&B SECURITY LIMITED,Berkeley Homes St Joseph     We10.09.2023,57.40,11.48,68.88,68.88,overdue
11/09/2023,Invoice,6415,OCS,454329         We 10/09/2023,"36,330.00","7,266.00","43,596.00",0.00,paid
12/09/2023,Invoice,6378,Securitas Security Services (UK) Ltd,"Manager Jack Dent

We 11.09.2023      PO Missing","2,546.00",509.20,"3,055.20",0.00,paid
16/09/2023,Invoice,6335,AMBERSTONE SECURITY LTD,We 10.09.2023,"1,834.43",366.89,"2,201.32",0.00,paid
16/09/2023,Invoice,6334,AMBERSTONE SECURITY LTD,We 03.09.2023,"2,214.20",442.84,"2,657.04",0.00,paid
16/09/2023,Invoice,6333,AMBERSTONE SECURITY LTD,We 27.08.2023,"2,327.55",465.51,"2,793.06",0.00,paid
16/09/2023,Invoice,6332,Ellis Brigham Ltd,Ellis Brigham Ltd   Aug  2023    Security Services,388.23,77.65,465.88,0.00,paid
16/09/2023,Invoice,6324,Ellis Brigham Ltd,Ellis Brigham Ltd  MJune 2023  Security Services,724.84,144.97,869.81,0.00,paid
16/09/2023,Invoice,6327,Ellis Brigham Ltd,Ellis Brigham Ltd  July  2023 Security Services,754.56,150.91,905.47,0.01,overdue
16/09/2023,Invoice,6321,Ellis Brigham Ltd,Ellis Brigham Ltd  May 2023   Security Services,756.51,151.30,907.81,0.00,paid
16/09/2023,Invoice,6322,Ellis Brigham Ltd,Ellis Brigham Ltd   May 2023  Cleaning Services,813.45,162.69,976.14,0.00,paid
16/09/2023,Invoice,6328,Ellis Brigham Ltd,Ellis Brigham Ltd   June 2023 Cleaning Services,885.39,177.08,"1,062.47",0.00,paid
16/09/2023,Invoice,6317,Ellis Brigham Ltd,Ellis Brigham Ltd   April  2023    Cleaning Services,959.81,191.96,"1,151.77",0.00,paid
16/09/2023,Invoice,6329,Ellis Brigham Ltd,Ellis Brigham Ltd   July 2023   Cleaning Services,"1,100.06",220.01,"1,320.07",0.00,paid
16/09/2023,Invoice,6330,Ellis Brigham Ltd,Ellis Brigham Ltd  AUG 2023   Cleaning Services,"1,113.75",222.75,"1,336.50",0.00,paid
16/09/2023,Invoice,6318,Ellis Brigham Ltd,Ellis Brigham Ltd  April 2023    Security Services,"1,125.35",225.07,"1,350.42",0.00,paid
16/09/2023,Invoice,6326,Ellis Brigham Ltd,Ellis Brigham Leases Ltd   July 2023   Security Services,"1,408.95",281.79,"1,690.74",0.00,paid
16/09/2023,Invoice,6325,Ellis Brigham Ltd,Ellis Brigham Leases Ltd   June  2023  Security Services,"1,548.45",309.69,"1,858.14",0.00,paid
16/09/2023,Invoice,6319,Ellis Brigham Ltd,Ellis Brigham Leases Ltd   April  2023 Security Services,"1,576.35",315.27,"1,891.62",0.00,paid
16/09/2023,Invoice,6331,Ellis Brigham Ltd,Ellis Brigham Leases Ltd   Aug 2023  Security Services,"1,632.15",326.43,"1,958.58",0.00,paid
16/09/2023,Invoice,6320,Ellis Brigham Ltd,Ellis Brigham Leases Ltd May  2023 Security Services,"1,729.80",345.96,"2,075.76",0.00,paid
16/09/2023,Invoice,6307,Mitie Security Ltd,"SASA1 Roddinglaw Rd Edinburg

F00200326199   INV 2158     We  03.09.2023",420.50,84.10,504.60,0.00,paid
16/09/2023,Invoice,6313,Mitie Security Ltd,"SASA1 Roddinglaw Rd Edinburgh

 F00200326234   INV 2165     We  10.09.2023",558.25,111.65,669.90,0.00,paid
16/09/2023,Invoice,6312,Mitie Security Ltd,"Waitrose 604 Sherbourne Cheap 

F00200317333   INV 2154     We  03.09.2023",600.00,120.00,720.00,0.00,paid
16/09/2023,Invoice,6309,Mitie Security Ltd,"Ikea Edinburgh Costkea Way Loan

F00200326232   INV 2161    We  03.09.2023",667.00,133.40,800.40,0.00,paid
16/09/2023,Invoice,6316,Mitie Security Ltd,"Waitrose 604 Sherbourne Cheap 

F00200321806   INV 2155    We  10.09.2023",675.00,135.00,810.00,0.00,paid
16/09/2023,Invoice,6314,Mitie Security Ltd,"Sqa Scottish Qualifications Auth 24

 F00200326233   INV 2164  We  10.09.2023",696.00,139.20,835.20,0.00,paid
16/09/2023,Invoice,6308,Mitie Security Ltd,"Sqa Scottish Qualification

 F00200326200  INV 2159    We  03.09.2023",870.00,174.00,"1,044.00",174.00,overdue
16/09/2023,Invoice,6315,Mitie Security Ltd,"Waitrose comely bank 38 Comely Bank 

F00200322797   INV 2157      We  10.09.2023","1,181.75",236.35,"1,418.10",0.00,paid
16/09/2023,Invoice,6310,Mitie Security Ltd,"IKEA Glasgow 99 Kings Inch Dr 
F00200326248  INV  2160      We  03.09.2023","1,283.25",256.65,"1,539.90",0.00,paid
16/09/2023,Invoice,6305,Mitie Security Ltd,"Manager Darren Stevens   

F00200317114     INV 2153    We  02.09.2023","1,370.80",274.16,"1,644.96",0.00,paid
16/09/2023,Invoice,6311,Mitie Security Ltd,"Waitrose comely bank 38 Comel

 F00200315365   INV  2152     We  03.09.2023","1,957.50",391.50,"2,349.00",0.00,paid
16/09/2023,Invoice,6306,Mitie Security Ltd,"Manager Darren Stevens   

F00200322634   INV 2156     We  09.09.2023","2,444.10",488.82,"2,932.92",0.00,paid
18/09/2023,Invoice,6358,BRIDGE SECURITY SERVICES LTD,We 17.09.2023,"1,263.60",252.72,"1,516.32",0.00,paid
18/09/2023,Invoice,6361,FAO Megan Lee,We 17.09.2023,"2,688.00",537.60,"3,225.60",0.00,paid
18/09/2023,Invoice,6374,ISSUKIRE,"We 17.09.2023

P105860032   INV - 1118","3,119.73",623.95,"3,743.68",0.00,paid
18/09/2023,Invoice,6477,Mitie Security Ltd,"Waitrose 604 Sherbourne Cheap 

F00200341475   INV - 2727   We 01.10.2023",675.00,135.00,810.00,0.00,paid
18/09/2023,Invoice,6478,Mitie Security Ltd,"Manager Darren Stevens  

F00200341870    INV-  2728  We  30.09.2023","2,468.43",493.69,"2,962.12",0.00,paid
18/09/2023,Invoice,7351,O&B SECURITY LIMITED,Willmott Dixon Oxford Spires    We  17/09/2023,144.00,28.80,172.80,0.00,paid
18/09/2023,Invoice,7346,O&B SECURITY LIMITED,Berkeley Homes St Joseph     Sep 2023,175.00,35.00,210.00,0.00,paid
18/09/2023,Invoice,6416,OCS,455695        We 17/09/2023,"15,681.90","3,136.38","18,818.28",0.00,paid
19/09/2023,Invoice,6379,Securitas Security Services (UK) Ltd,"Manager Jack Dent

We 18.09.2023      PO Missing","3,249.50",649.90,"3,899.40",0.00,paid
25/09/2023,Invoice,6429,GALAXON LTD,August   2023    Cleaning Service,"2,184.00",436.80,"2,620.80",0.00,paid
25/09/2023,Invoice,6428,GALAXON LTD,August   2023      Security Service,"2,267.74",453.55,"2,721.29",0.00,paid
25/09/2023,Invoice,6375,ISSUKIRE,"We 24.09.2023

P105815802-   INV 1501","3,146.91",629.38,"3,776.29",0.00,paid
25/09/2023,Invoice,6417,OCS,457020       We 25/09/2023,"16,474.90","3,294.98","19,769.88",0.00,paid
26/09/2023,Invoice,6366,Mitie Security Ltd,"Waitrose comely bank 38 Comely

F00200329814   INV 2173       We  17.09.2023",203.00,40.60,243.60,0.00,paid
26/09/2023,Invoice,6368,Mitie Security Ltd,"Ikea Edinburgh Costkea Way

F00200334046    INV -  2175    We  24.09.2023",351.63,70.33,421.96,0.00,paid
26/09/2023,Invoice,6363,Mitie Security Ltd,"Waitrose 604 Sherbourne Cheap 

F00200335315   INV- 2720    We  24.09.2023",675.00,135.00,810.00,0.00,paid
26/09/2023,Invoice,6362,Mitie Security Ltd,"Waitrose 604 Sherbourne Cheap 

F00200328261   INV 2170      We  17.09.2023",675.00,135.00,810.00,0.00,paid
26/09/2023,Invoice,6369,Mitie Security Ltd,"Ikea 99 Kings Inch Driv

F00200334047   INV- 2716     We  24.09.2023","1,218.00",243.60,"1,461.60",0.00,paid
26/09/2023,Invoice,6365,Mitie Security Ltd,"IKEA Glasgow 99 Kings Inch 

F00200334063   INV-  2718   We  17.09.2023","1,218.00",243.60,"1,461.60",0.00,paid
26/09/2023,Invoice,6364,Mitie Security Ltd,"Sqa Scottish Qualifications 

F00200334061  INV - 2717      We  17.09.2023","1,218.00",243.60,"1,461.60",0.00,paid
26/09/2023,Invoice,6367,Mitie Security Ltd,"Sqa Scottish Qualifications Auth 24 

F00200334075   INV- 2719      We  24.09.2023","1,566.00",313.20,"1,879.20",0.00,paid
26/09/2023,Invoice,6370,Mitie Security Ltd,"Manager Darren Stevens  

F00200329589   INV 2171      We  16.09.2023","2,884.39",576.88,"3,461.27",0.00,paid
26/09/2023,Invoice,6371,Mitie Security Ltd,"Manager Darren Stevens  

F00200338734    INV - 2721    We  23.09.2023","3,814.40",762.88,"4,577.28",0.00,paid
26/09/2023,Invoice,6380,Securitas Security Services (UK) Ltd,"Manager Jack Dent

We 26.09.2023     PO Missing","3,517.50",703.50,"4,221.00",0.00,paid
27/09/2023,Invoice,6376,FAO Megan Lee,We 24.09.2023,"2,688.00",537.60,"3,225.60",0.00,paid
30/09/2023,Invoice,6386,BRIDGE SECURITY SERVICES LTD,We 24.09.2023,"1,263.60",252.72,"1,516.32",0.00,paid
02/10/2023,Invoice,6506,Alandale Logistics Ltd,We 24.09.2023       STONECUTTER COURT,120.07,24.01,144.08,0.00,paid
02/10/2023,Invoice,6514,Alandale Logistics Ltd,We 24.09.2023    LLC 03,155.76,31.15,186.91,0.00,paid
02/10/2023,Invoice,6505,Alandale Logistics Ltd,We 17.09.2023      STONECUTTER COURT,292.05,58.41,350.46,0.00,paid
02/10/2023,Invoice,6515,Alandale Logistics Ltd,"We 17.09.2023
LHR11",597.08,119.42,716.50,0.00,paid
02/10/2023,Invoice,6513,Alandale Logistics Ltd,We 24.09.2023    Lewisham House,778.80,155.76,934.56,0.00,paid
02/10/2023,Invoice,6512,Alandale Logistics Ltd,We 17.09.2023    Lewisham House,778.80,155.76,934.56,0.00,paid
02/10/2023,Invoice,6516,Alandale Logistics Ltd,"We 01.10.2023
LHR11",895.62,179.12,"1,074.74",0.00,paid
02/10/2023,Invoice,6508,Alandale Logistics Ltd,"We 24.09.2023
   MACE WOOLGATE EXCHANGE 25",902.11,180.42,"1,082.53",0.00,paid
02/10/2023,Invoice,6507,Alandale Logistics Ltd,"We 17.09.2023
   MACE WOOLGATE EXCHANGE 25",908.60,181.72,"1,090.32",0.00,paid
02/10/2023,Invoice,6509,Alandale Logistics Ltd,"We 01.10.2023
   MACE WOOLGATE EXCHANGE 25","1,025.42",205.08,"1,230.50",0.00,paid
02/10/2023,Invoice,6502,Alandale Logistics Ltd,We 01.10.2023       Colt Lon 4,"2,180.64",436.13,"2,616.77",0.00,paid
02/10/2023,Invoice,6501,Alandale Logistics Ltd,"We 24.09.2023
    Colt Lon 4","2,180.64",436.13,"2,616.77",0.00,paid
02/10/2023,Invoice,6500,Alandale Logistics Ltd,We 17.09.2023       Colt Lon 4,"2,180.64",436.13,"2,616.77",0.00,paid
02/10/2023,Invoice,6495,Alandale Logistics Ltd,We 24.09.2023        The Shard London SE1 9SG,"2,988.30",597.66,"3,585.96",0.00,paid
02/10/2023,Invoice,6499,Alandale Logistics Ltd,We 17.09.2023       The Shard London SE1 9SG,"3,604.46",720.89,"4,325.35",0.00,paid
02/10/2023,Invoice,6496,Alandale Logistics Ltd,"We 01.10.2023
      The Shard London SE1 9SG","4,461.11",892.22,"5,353.33",0.00,paid
02/10/2023,Invoice,6385,AMBERSTONE SECURITY LTD,We 24.09.2023,"1,745.66",349.13,"2,094.79",0.00,paid
02/10/2023,Invoice,6384,AMBERSTONE SECURITY LTD,We 17.09.2023,"1,933.05",386.61,"2,319.66",0.00,paid
02/10/2023,Invoice,6423,BRIDGE SECURITY SERVICES LTD,We 01.10.2023,"1,263.60",252.72,"1,516.32",0.00,paid
02/10/2023,Invoice,6392,FAO Megan Lee,We 01.10.2023,"2,688.00",537.60,"3,225.60",0.00,paid
02/10/2023,Invoice,6389,Mitie Security Ltd,"Network rail Edinburgh

F00200339668  inv - 2724     We  01.10.2023",841.00,168.20,"1,009.20",0.00,paid
02/10/2023,Invoice,6391,Mitie Security Ltd,"IKEA Glasgow 99 Kings Inch Dr Glasgow 

F00200339673   INV -2725      We  01.10.2023",870.00,174.00,"1,044.00",0.00,paid
02/10/2023,Invoice,6388,Mitie Security Ltd,"Sqa Scottish Qualifications Auth 24 

F00200339665   INV- 2722      We  01.10.2023","1,044.00",208.80,"1,252.80",0.00,paid
02/10/2023,Invoice,6390,Mitie Security Ltd,"Ikea Edinburgh Costkea Way

F00200342828  INV - 2729      We  01.10.2023","1,366.63",273.33,"1,639.96",0.00,paid
02/10/2023,Invoice,6418,OCS,458320     We 01/10/2023,"29,944.64","5,988.93","35,933.57",0.00,paid
02/10/2023,Invoice,6442,Securitas Security Services (UK) Ltd,"Manager   DONNA KENDALL

Sep 2023       S-POR1064357",127.88,25.58,153.46,0.00,paid
02/10/2023,Invoice,6450,Securitas Security Services (UK) Ltd,"Manager  james Morse

Sep 2023       S-POR1071490",156.75,31.35,188.10,0.00,paid
02/10/2023,Invoice,6440,Securitas Security Services (UK) Ltd,"Manager   CRAIG ROBERTS

Sep 2023       PO Missing",181.50,36.30,217.80,0.00,paid
02/10/2023,Invoice,6444,Securitas Security Services (UK) Ltd,"Manager   IMADE.FADAKA

Sep 2023      S-POR1066728",391.20,78.24,469.44,0.00,paid
02/10/2023,Invoice,6446,Securitas Security Services (UK) Ltd,"Manager  KERRIS HARTLEY-BROWN

Sep 2023       PO Missing",396.00,79.20,475.20,0.00,paid
02/10/2023,Invoice,6451,Securitas Security Services (UK) Ltd,"Manager  SARAH.SMITH

Sep 2023       PO Missing",462.00,92.40,554.40,0.00,paid
02/10/2023,Invoice,6449,Securitas Security Services (UK) Ltd,"Manager  Gearge King

Sep 2023      S-POR1069455",478.50,95.70,574.20,0.00,paid
02/10/2023,Invoice,6443,Securitas Security Services (UK) Ltd,"Manager   Guy Watson

Sep 2023      S-POR1064454",594.00,118.80,712.80,0.00,paid
02/10/2023,Invoice,6439,Securitas Security Services (UK) Ltd,"Manager   Anthony Orr

Sep 2023       S-POR1064457",808.50,161.70,970.20,0.00,paid
02/10/2023,Invoice,6454,Securitas Security Services (UK) Ltd,"Manager  Susan Mc

Sep 2023       PO Missing","1,245.75",249.15,"1,494.90","1,494.90",overdue
02/10/2023,Invoice,6448,Securitas Security Services (UK) Ltd,"Manager  MARTIN ROBERTSON

Sep 2023       S-POR1067655","1,485.00",297.00,"1,782.00",0.00,paid
02/10/2023,Invoice,6445,Securitas Security Services (UK) Ltd,"Manager   JAMES MORSE

Sep 2023      S-POR1065675","1,922.25",384.45,"2,306.70",0.00,paid
02/10/2023,Invoice,6452,Securitas Security Services (UK) Ltd,"Manager  Shane Carter

Sep 2023       PO Missing","4,290.00",858.00,"5,148.00",0.00,paid
02/10/2023,Invoice,6438,Securitas Security Services (UK) Ltd,"Manager   ANDREA JONES

Sep 2023       S-POR1064497","5,052.96","1,010.59","6,063.55",0.00,paid
02/10/2023,Invoice,6453,Securitas Security Services (UK) Ltd,"Manager  Sharon Robertson

Sep 2023       PS-POR1064482","5,676.00","1,135.20","6,811.20",0.00,paid
02/10/2023,Invoice,6465,Securitas Security Services (UK) Ltd,Hafez Majeed   September 2023   S-POR1067530,"6,600.00","1,320.00","7,920.00",0.00,paid
02/10/2023,Invoice,6455,Securitas Security Services (UK) Ltd,"Manager  TAHIR ALI

Sep 2023       S-POR1064484","8,885.25","1,777.05","10,662.30",0.00,paid
02/10/2023,Invoice,6441,Securitas Security Services (UK) Ltd,"Manager   Derek Barnard

Sep 2023    S-POR1064366","15,152.50","3,030.50","18,183.00",0.00,paid
02/10/2023,Invoice,6447,Securitas Security Services (UK) Ltd,"Manager  JASON DOYLE

Sep 2023       PO Missing","23,760.00","4,752.00","28,512.00",0.00,paid
02/10/2023,Invoice,6383,Servo Group,W/C 25.09.2023,"1,134.00",226.80,"1,360.80",0.00,paid
03/10/2023,Invoice,6420,Securitas Security Services (UK) Ltd,"Manager Jack Dent

We 02.10.2023    S-PI 1093341","2,680.00",536.00,"3,216.00",0.00,paid
04/10/2023,Invoice,6393,DELTA FORCE GROUP LTD,Sep 2023     Security,"11,226.00","2,245.20","13,471.20",0.00,paid
04/10/2023,Invoice,6395,First Response Group Ltd,Sep 2023,"7,326.00","1,465.20","8,791.20",0.00,paid
04/10/2023,Invoice,6494,Securitas Security Services (UK) Ltd,"Manager TAHIR ALI  July  2022 

  PO Missing",246.50,49.30,295.80,0.00,paid
06/10/2023,Invoice,6398,Ellis Brigham Ltd,Ellis Brigham Ltd  SEP 2023    Cleaning Services,"1,285.68",257.14,"1,542.82",0.00,paid
06/10/2023,Invoice,6397,Ellis Brigham Ltd,Ellis Brigham Leases Ltd   Sep 2023   Security Services,"1,573.98",314.80,"1,888.78",0.00,paid
06/10/2023,Invoice,6400,Servo Group,September 2023,"3,750.00",750.00,"4,500.00",0.00,paid
06/10/2023,Invoice,6401,Servoca Secure Solutions Ltd,September  2023,"1,813.50",362.70,"2,176.20",0.00,paid
07/10/2023,Invoice,6402,STMSECUR,Sep   2023,"3,328.48",665.70,"3,994.18",0.00,paid
07/10/2023,Invoice,6403,SWL Security Services,Sep  2023,"6,234.15","1,246.83","7,480.98",0.00,paid
09/10/2023,Invoice,6517,Alandale Logistics Ltd,"We 08.10.2023
LHR11",895.62,179.12,"1,074.74",0.00,paid
09/10/2023,Invoice,6504,Alandale Logistics Ltd,We 15.10.2023     Colt Lon 4,"2,180.64",436.13,"2,616.77",0.00,paid
09/10/2023,Invoice,6503,Alandale Logistics Ltd,We 08.10.2023    Colt Lon 4,"2,180.64",436.13,"2,616.77",0.00,paid
09/10/2023,Invoice,6510,Alandale Logistics Ltd,"We 08.10.2023
   MACE WOOLGATE EXCHANGE 25","2,803.68",560.74,"3,364.42",0.00,paid
09/10/2023,Invoice,6497,Alandale Logistics Ltd,We 08.10.2023          The Shard London SE1 9SG,"3,806.53",761.31,"4,567.84",0.00,paid
09/10/2023,Invoice,6424,BRIDGE SECURITY SERVICES LTD,We 08.10.2023,"1,123.20",224.64,"1,347.84",0.00,paid
09/10/2023,Invoice,6404,FAO Megan Lee,We 08.10.2023,"2,688.00",537.60,"3,225.60",0.00,paid
09/10/2023,Invoice,6405,GALAXON LTD,September 2023     Security Service,371.00,74.20,445.20,0.00,paid
09/10/2023,Invoice,6419,OCS,459627       We 08/10/2023,"19,466.60","3,893.32","23,359.92",0.00,paid
10/10/2023,Invoice,6421,Securitas Security Services (UK) Ltd,"Manager Jack Dent

We 09.10.2023     PO Missing","1,574.50",314.90,"1,889.40",0.00,paid
11/10/2023,Invoice,6422,BRIDGE SECURITY SERVICES LTD,We 27.08.2023,"1,485.90",297.18,"1,783.08",0.00,paid
11/10/2023,Invoice,6413,ISSUKIRE,"We 08.10.2023

P105821345   INV- 1018","5,264.35","1,052.87","6,317.22",0.00,paid
11/10/2023,Invoice,6412,ISSUKIRE,"We 01.10.2023

P105821277  INV - 1017","5,264.35","1,052.87","6,317.22",0.00,paid
11/10/2023,Invoice,6407,Mitie Security Ltd,"Network rail Edinburgh MDU 

F00200348417  INV - 2731     We  08.10.2023",261.00,52.20,313.20,0.00,paid
11/10/2023,Invoice,6409,Mitie Security Ltd,"IKEA Glasgow 99 Kings Inch 

F00200348825  INV - 2735     We  08.10.2023",522.00,104.40,626.40,0.00,paid
11/10/2023,Invoice,6408,Mitie Security Ltd,"Ikea Edinburgh Costkea

F00200348865   INV - 2736    We  08.10.2023",634.38,126.88,761.26,0.00,paid
11/10/2023,Invoice,6411,Mitie Security Ltd,"Waitrose 604 Sherbourne Cheap

F00200348459  INV - 2733      We  08.10.2023",675.00,135.00,810.00,0.00,paid
11/10/2023,Invoice,6406,Mitie Security Ltd,"Sqa Scottish Qualifications Auth 24 

F00200348448  INV - 2732     We  08.10.2023",696.00,139.20,835.20,0.00,paid
