Date, Name , Memo , Barclays 53895114 ,,,,,,,,,,,,,,,,,,,,,,,
17-Mar-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED BBP," 4,500.00 ",,,,,,,,,,,,,,,,,,,,,,,
22-Mar-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 4,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
3-Apr-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 6,800.00 ",,,,,,,,,,,,,,,,,,,,,,,
11-Apr-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 40,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
12-Apr-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 6,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
17-Apr-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 8,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
11-May-22,ZAIN SECURITY SERVICES LTD,ZAIN SECURITY SERV    INVOICE NO 112 BBP," 2,858.00 ",,,,,,,,,,,,,,,,,,,,,,,
12-May-22,ZAIN SECURITY SERVICES LTD,ZAIN SECURITY SERV    INVOICE NO 113 FT," 7,580.85 ",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Total ,,," 9,481,036.42 ",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
